,StartStationName,count
3115,儋州松涛,1
3116,福泉客运总站（马场坪）,116
3117,务川车站,1062
3118,格尔木汽车站,8696
3119,宁德客运南站,12
3120,平凉汽车西站,9
3121,临海新客站,45
3122,南木林县客运站,2631
3123,克州汽车客运总站,1
3124,垣曲县汽车站,386
3125,静乐汽车客运站,146
3126,合肥旅游汽车站,26695
3127,加格达奇客运站,4668
3128,金坛北站,183528
3129,钱荡站,4473
3130,元竹站,3123
3131,新沂南站,1131
3132,十堰中心站,162053
3133,南漳,81529
3134,公安  ,5428
3135,当阳半月镇,54
3136,嘉禾车站,147
3137,武陵源汽车站,9988
3138,扶绥汽车站,3538
3139,大化汽车总站,1659
3140,凤冈汽车站,4907
3141,榕江汽车站,55673
3142,傅家坡车站,82
3143,班戈县客运站,2166
3144,安康汽车站,108034
3145,天水路车站,27478
3146,昔阳汽车站,198
3147,230223001,3
3148,231002001,196
3149,八五三客运站,2008
3150,宝应王桥,2361
3151,永安,4772
3152,双洋,27
3153,华家(美佳家俬),8
3154,招远,40
3155,沅陵汽车站,60
3156,桃源黄花井汽车站,879
3157,怀化汽车西站,77165
3158,长沙高铁南站,417
3159,清远连山太保分站,145
3160,清远禾云分站,155
3161,顺德乐从汽车客运站,219
3162,英德连江口分站,32
3163,河源御龙湾配客站点,11
3164,凤岭综合客运枢纽站,2
3165,儋州那大站,92221
3166,湖南江华县,2
3167,太平,27
3168,南川客运中心,1230
3169,双桥客运站,62
3170,开阳客运站,1752
3171,什邡安顺客运站,28450
3172,蒲江客运中心,543
3173,阳新城北客运站,2
3174,深圳机场站,2
3175,延安汽车南站,1
3176,柞水客运站,54085
3177,尖扎汽车站,347
3178,230125001,6
3179,泗洪东站,11235
3180,镇江技师,2346
3181,东石售票点,90
3182,907医院（原九二医院）,8
3183,寿宁,9665
3184,潍坊总站,75540
3185,邹城站,16979
3186,商水汽车站,289
3187,深圳汽车客运站,9006
3188,东莞汽车东站,9586
3189,惠东县城南汽车客运站,3638
3190,文昌美文,5
3191,荔波小七孔客运站,1465
3192,志丹客运站,6367
3193,高台西站,5070
3194,循化汽车站,14
3195,临汾城北站,28
3196,赤峰汽车站,9876
3197,硕放机场站,43807
3198,通州石港站,643
3199,平阳鳌江站,11494
3200,浦城汽车站,9509
3201,上湖,259
3202,资溪,1323
3203,临朐汽车总站,146639
3204,息县汽车站,2303
3205,东莞,29
3206,株洲长途汽车站,73
3207,南岳站,292
3208,醴陵汽车中心站,16
3209,株洲汽车南站,29
3210,衡阳县车站,10524
3211,开平市义祠汽车客运站,11664
3212,肇庆长途汽车客运站,2983
3213,东兴汽车客运服务站,531
3214,琼中中平,15
3215,文昌二公堆,23
3216,白沙南开,5
3217,叙州区柏溪客运站,6521
3218,乐山沐川客运站,12155
3219,兴义客运东站,105264
3220,西航港客运中心,772
3221,沿河客运东站,994
3222,宁都县汽车站,17
3223,灵山汽车总站,8
3224,成县汽车站,4497
3225,会宁汽车站,4
3226,青铜峡汽车站,21551
3227,和丰县客运站,1157
3228,白城市客运中心总站,5149
3229,230523001,12
3230,110105001,178
3231,林口县客运站,4503
3232,来安客运站,8
3233,平阴,56973
3234,濮阳客运南站,14
3235,郴州汽车总站,749
3236,常宁汽车站,25448
3237,南海区官窑分站汽车客运站,132
3238,深圳市龙岗区布吉汽车客运站,817
3239,二塘站,1
3240,南丹汽车总站,1705
3241,犍为客运中心(新车站原北门汽车站),2136
3242,玉屏客运站,1804
3243,玉溪城南汽车客运站,1
3244,南川客运中心站,1
3245,凤翔客运站,74103
3246,平凉市灵台汽车站,4737
3247,古交市汽车站,61
3248,阜新客运总站,71499
3249,新昌中心站,92286
3250,武夷山汽车站,3168
3251,黄县,7
3252,南县湘北汽车站,1452
3253,安化（城南）汽车站,4030
3254,兴宁市东岳宫汽车客运站,12335
3255,肇庆四会汽车站东城分站,12257
3256,佛山市大沥汽车客运站,4621
3257,珠海南水汽车客运站,95
3258,02|海丰总站后门售票点,37
3259,仪陇汽车站(新政),27797
3260,保定客运中心站,124
3261,金家墩青年路站,66
3262,合江客运站,198
3263,松江河汽车站,5035
3264,230103016,2382
3265,杜蒙县客运总站,9192
3266,海门汽车站,198887
3267,扬州东枢纽,193
3268,建德客运中心,62641
3269,新余(火),2441
3270,成武站,8630
3271,卫辉市汽车总站,2
3272,十堰换乘中心,5382
3273,阳西县沙扒汽车客运站,132
3274,澄迈福山,216
3275,琼中大丰,4
3276,重庆红旗河沟汽车站,1632
3277,成都昭觉寺车站,99155
3278,商贸城车站,94
3279,亚欧桥汽车站,2964
3280,纺织客运站,5183
3281,兰州市汽车西站,4727
3282,天水市清水客运汽车站,2
3283,长治市客运中心,829
3284,康巴什客运站,1
3285,榆树客运总站(个体),1808
3286,230781001,876
3287,230382756,2
3288,230182052,4
3289,北翟站,6751
3290,启东高新区,315
3291,景德镇西站,11919
3292,灵宝长途汽车站,2
3293,冷水江金竹汽车站,9218
3294,云集汽车站,3985
3295,龙华汽车站,716
3296,顺德勒流汽车客运站,2712
3297,旅游客运站,445
3298,海口三江糖厂,3
3299,新伟,4
3300,版纳汽车客运站,3
3301,纺织城客运站,2501
3302,西林客运站,1
3303,芳村汽车客运站,2
3304,凤县汽车站,10653
3305,长武汽车站,2867
3306,平凉市泾川县汽车站,14521
3307,海拉尔客运站,22275
3308,辉南县公路客运总站,15230
3309,扬州西站,289319
3310,西平县社会汽车站,43
3311,隆回汽车东站,66
3312,化州河西汽车客运站,900
3313,华湖镇第一招呼站,43
3314,龙川县老隆客运站 (交通车站),115
3315,台山市塔山汽车客运站,8
3316,广西南宁上林,6
3317,乘坡,19
3318,大理,2
3319,万州西山车站,101
3320,九龙客运站,685
3321,安康汽车站（城东站）,1
3322,大同新南站,5
3323,洛川客运汽车站,27428
3324,洛川客运站,8604
3325,河津市汽车客运站,4123
3326,原平汽车客运站,178
3327,222401006,3
3328,230524262,3
3329,长乐,7161
3330,安溪官桥,569
3331,高铁延平站,1630
3332,抚州总站,16084
3333,威海北站,11783
3334,新安汽车站,1035
3335,宜阳汽车站,334
3336,鹤壁枢纽站,86
3337,4|江屯站江谷配客点,18
3338,屯昌新兴,21
3339,岭头,1
3340,开远汽车客运站,1
3341,六枝中心客运站,306
3342,蕲春昌泰总站,11
3343,大柳塔汽车站,106
3344,柳河县公路客运总站,17692
3345,绥棱县运输公司客运站,833
3346,南门站,3359
3347,海安李堡站,8184
3348,宿松汽车站,32
3349,仙游,9742
3350,和谐苑E区(武夷新区),135
3351,四鹤公交站,4
3352,平邑,38363
3353,长垣客运总站,5652
3354,社旗汽车站,1193
3355,荆州枢纽站,110404
3356,道县汽车北站,3352
3357,双牌汽车站,5470
3358,德庆莫村镇汽车客运站,2582
3359,梅州江南汽车客运站,4517
3360,南沙客运站,1
3361,大埔县高陂汽车客运站,26
3362,中山市民众镇大骏客运站,22
3363,万宁新中,5
3364,万阳,6
3365,双凤桥汽车站,103
3366,长春客运中心站,6
3367,榆树总站,4
3368,饶平新城区客运站,1
3369,淳化汽车站,12237
3370,阿左旗汽车客运站,550
3371,二道白河公路客运站,6422
3372,泉阳客运站,141
3373,230722001,2
3374,缙云客运东站,84428
3375,嵩口古镇,197
3376,汝阳县汽车站,1334
3377,三荷机场,2
3378,祁东汽车站,6915
3379,5|河源城南配客站,41
3380,万宁乐来,1
3381,重庆北站北广场汽车站,1268
3382,安岳客运总站,1358
3383,宣汉南坝汽车站,524
3384,拱北汽车客运站,39
3385,古田客运站,4
3386,镇远汽车客运站,101021
3387,安顺客运西站,15153
3388,兰州客运中心中川售票,4621
3389,门源县汽车站,1921
3390,忻州汽车客运中心,4260
3391,怀仁汽车站,5903
3392,江阴华士,305
3393,东至汽车中心站,14
3394,明溪,2669
3395,抚市,95
3396,高新区相如客栈,10
3397,嘉鱼,41025
3398,揭阳市岐山汽车客运站,1877
3399,海田车站,576
3400,虎门汽车站,721
3401,东莞市厚街汽车客运站,5911
3402,惠州市沥林汽车客运站,41
3403,|中山电子科大配客点,10
3404,珠海企鹅酒店,63
3405,三亚田独,31
3406,查苗路口,1
3407,文昌湖山,10
3408,万州客运中心站,140
3409,北门车站,34212
3410,西昌汽车客运中心(南客站),15085
3411,西宁客运中心,60
3412,莲花汽车站,2
3413,罗冲围汽车客运站,1
3414,西安市汽车站自助机,10170
3415,民航家属院,34181
3416,通渭客运中心,15147
3417,青冈县公路客运站,6043
3418,常熟南站,272038
3419,泰宁,1587
3420,九二医院公交站,94
3421,古田西站,10578
3422,栖霞车站,58119
3423,河口汽车站,782
3424,郏县老汽车站,483
3425,伊川汽车站,26
3426,武冈汽车北站,19020
3427,永顺县汽车站,12481
3428,汝城汽车站,7280
3429,信宜汽车客运站,7035
3430,西樵车站,787
3431,珠海三灶汽车客运站,253
3432,102补票点,8883
3433,镇远汽车站,13240
3434,重庆机场T2长途汽车站,193
3435,长治客运东站,32
3436,梅县新城客运站,9
3437,靖远县汽车站,271
3438,敖汉汽车站,11624
3439,150581001,2
3440,371081001,1
3441,220882002,4
3442,宝应汽车客运站,75316
3443,徐州博大,750
3444,嵊州客运中心,87497
3445,宿松东站,2
3446,黄山市客运总站,445
3447,东山西埔,835
3448,古田镇卫生院,79
3449,茌平站,59191
3450,沙市红门路,52699
3451,匡河,916
3452,桂阳车站,130
3453,常德中部区域,1
3454,封开汽车客运站,5911
3455,汕头市岐山汽车客运站,811
3456,吴川市海滨汽车客运站,7
3457,电白电城汽车客运站,385
3458,海口美兰机场站,7613
3459,荣昌富吉汽车站,438
3460,道真客运站,5877
3461,思南双塘客运站,2
3462,黄龙溪客运站,3594
3463,宝丰高速客运站,2
3464,应城客运站,1
3465,咸宁咸安客运中心,2
3466,台江汽车客运站,35395
3467,陇运集团武都汽车站,5992
3468,镇原客运中心,4278
3469,乌兰汽车站,680
3470,拉布大林顺达客运站,609
3471,浦东东站,75020
3472,邵武水北,7
3473,海阳总站,50686
3474,河里吴家,7
3475,凤凰县汽车站,30400
3476,桂东汽车站,2592
3477,衡山汽车站,23945
3478,汕尾市霞洋汽车客运站,3752
3479,阳江二运汽车客运站,1030
3480,东莞总站,11512
3481,融水汽车总站,667
3482,保亭大本,33
3483,广东阳江阳西,1
3484,永川汽车总站,847
3485,铜仁环北汽车客运站,3231
3486,渠县客运站,589
3487,双江汽车客运站,7
3488,蓬溪客运站,1765
3489,容县汽车总站,1
3490,三明汽车南站,2
3491,通山中心客运站,1
3492,云浮新兴客运站,3
3493,天水汽车南站,2031
3494,格尔木泰山路汽车站,2586
3495,黄南州汽车客运总站,15243
3496,喀什客运站南站,735151
3497,230321001,2
3498,美兰湖,89554
3499,泉州客运中心站,40560
3500,三菇,766
3501,佛山市三水汽车客运站,7592
3502,茂名信宜北站,1109
3503,怀集县冷坑客运站,4
3504,广宁县石涧汽车客运站,1294
3505,万宁路口,5
3506,绥阳客运站,65864
3507,仁寿联营汽车站,126838
3508,雷波旅游客运中心,4486
3509,长沙汽车南站,118
3510,天义汽车站,11259
3511,乌拉盖汽车客运站,1
3512,扶余县公路客运总站,24392
3513,乾安客运站,790
3514,周宁,9230
3515,日照汽车站,48796
3516,新汶站,14797
3517,永城中心站,983
3518,大众野三关高速,2230
3519,转水点,123
3520,梧州综合客运枢纽站,149
3521,兴安总站,12
3522,澄迈基地,9
3523,澄迈仁兴,10
3524,广东广州番禺,2
3525,华坪客运站,4
3526,炎陵汽车中心站,3
3527,清远英德客运站,13
3528,汉川中心站,2
3529,塘厦汽车客运站,2
3530,化德县客运站,4444
3531,龙井市公路客运总站,19
3532,宝泉岭公路客运站,836
3533,苏州高铁站,25321
3534,江阴周庄,4811
3535,江阴璜土,307
3536,德化车站,4527
3537,福康苑A区（武夷新区）,53
3538,泉港前黄票点,10
3539,莱芜站,135424
3540,栖霞,38
3541,胶州站,48076
3542,乐陵汽车总站,17587
3543,沅陵官庄汽车站,4695
3544,罗镜汽车客运站,944
3545,神泉镇第三招呼站,56
3546,肇庆四会槎山客运站,1
3547,琼海东升,3
3548,定安南柳,5
3549,广西北海合浦,2
3550,绵阳市汽车客运总站,26018
3551,安远县汽车总站,1
3552,金昌市汽车站,1129
3553,南大门,20
3554,达拉特汽车站,16
3555,231225053,21
3556,230221001,1
3557,231283011,1
3558,岱山长途站,427721
3559,亳州南站,396
3560,连江,13274
3561,建宁,125
3562,余干,4520
3563,莒南,47980
3564,青州市汽车站,66599
3565,安仁车站,1617
3566,宁乡白马桥,5727
3567,五华华城汽车客运站,4338
3568,深圳沙井中心汽车客运站,3161
3569,塘厦客运站,603
3570,云浮城西汽车客运站,259
3571,乐东九所路口,22
3572,儋州兰洋,19
3573,广西北海,14
3574,西昌旅游集散服务中心,2499
3575,大姚客运站,2
3576,稻城亚丁旅游客运站,425
3577,古蔺县东区客运站,1547
3578,长沙汽车西站,296
3579,郴州总站,13
3580,犍为客运中心,12
3581,杨凌交通旅游枢纽,57276
3582,横山汽车站,53
3583,华龙山阳汽车站,451
3584,231081013,59
3585,慈溪客运中心站,93331
3586,州城站,3
3587,安乡县汽车站,2761
3588,长沙火车南站,773
3589,长沙南线区域B,2
3590,东莞市中堂汽车客运站,282
3591,罗城汽车总站,840
3592,陵水土福湾,97
3593,广东深圳宝安龙华站,1
3594,武隆客运汽车站,329
3595,荣县南站,6333
3596,新津客运站,252
3597,永州凤凰园汽车西站,1
3598,长宁客运站,12
3599,奈曼客运站,20511
3600,231181002,1028
3601,磐安客运站,57849
3602,牟平站,14459
3603,莱州大骋,46821
3604,曲阜站,20580
3605,西华汽车西站,2230
3606,吉首西口站,20438
3607,隆江镇第二招呼站,102
3608,阳西尖岗站,9
3609,湛江高铁车站,2
3610,城口客运中心站,334
3611,都江堰市客运中心,52319
3612,万源客运站,2148
3613,遵义总站春天堡发车场,262
3614,宜丰汽车站,1
3615,中山小榄客运站,7
3616,分宜汽车站,1
3617,都匀客运总站,391417
3618,嘉黎县客运站,1336
3619,乾县客运站,23732
3620,金塔县汽车站,33834
3621,天祝县客运中心,2
3622,太原汽车客运西站,4989
3623,平陆县古虞客运站,7
3624,230230001,20
3625,230184001,4
3626,响水汽车站,44100
3627,大义卡口,306
3628,协新技校,9
3629,三门客运中心,27089
3630,浦江汽运中心,224104
3631,杭州火车东站汽车站,58638
3632,奉化东站,41852
3633,刘家寨,1
3634,洪湖,55729
3635,平乐总站,277
3636,三林,10
3637,汉源汽车站,23023
3638,沧源汽车客运站,4
3639,赵公口长途汽车站,53
3640,酒泉汽车站(西关),5899
3641,铜鼓汽车站,1
3642,宜宾市南岸汽车站,178
3643,拉萨西郊汽车站,269124
3644,礼泉汽车站,24668
3645,华池汽车站,25
3646,正蓝旗客运站,979
3647,辽源市仙城客运站,5531
3648,长春高速公路客运站,29736
3649,230722003,2
3650,230505037,3
3651,大生站,47
3652,古田游客中心,110
3653,涂坊高速口,56
3654,王树庄,1
3655,宁阳站,47084
3656,鹤壁高铁汽车站,48
3657,商丘万里客运站,2
3658,临武车站,435
3659,宝安沙井汽车客运站,244
3660,1|下水径配客服务站,408
3661,黎塘汽车站,79
3662,陵水龙门路口,16
3663,屯昌黄岭,1
3664,昌江昌化,484
3665,甘什,6
3666,东山,1
3667,威宁汽车站,25670
3668,隆昌城南汽车站,3030
3669,广元宝轮客运站,458
3670,桦南客运总站,2
3671,剑阁(普安),44
3672,关岭客运站,191829
3673,阿克塞客运中心,1683
3674,循化县汽车站,84
3675,东港,244963
3676,临江市口岸客运总站,2400
3677,明水县公路客运站,5730
3678,常州总站,389726
3679,达埔车站,135
3680,永 定火车站,928
3681,西园高速口,35
3682,济西,75917
3683,烟台火车南站,6463
3684,孙受,1
3685,孟家,2
3686,随州中心站,199751
3687,应山,21530
3688,珠海拱北汽车客运站,3522
3689,深圳粤运文锦渡汽车站,713
3690,阳东县北惯汽车客运站,33
3691,定安龙湖,31
3692,广元市长途客运站,11345
3693,南充马市铺车站,18438
3694,天全汽车站,5526
3695,芒市汽车客运南站,3
3696,长寿汽车客运总站,5
3697,罗源客运站,1
3698,庆阳西峰汽车南站,8641
3699,大荔汽车站,2066
3700,商运司商南汽车站,2
3701,旬邑县汽车站,5071
3702,北郊客运站,15905
3703,农安县客运南站,2044
3704,吉林吉运集团,680
3705,230126021,1
3706,230128007,2
3707,建湖车站,46885
3708,洋后,7
3709,泰安高铁站,18130
3710,荆门汽车北站,46257
3711,江陵,22819
3712,湘潭县汽车站,5601
3713,廉江总站,1044
3714,怀集城北汽车客运站,2698
3715,佛山市顺德区容桂汽车客运站,29731
3716,靖海镇第一招呼站,20
3717,白沙查苗,103
3718,长顺汽车站,1351
3719,城口客运站,8
3720,天水汽车总站,64277
3721,乐亭汽车客运站,2
3722,太原迎宾站,8
3723,怀集城北客运站,1
3724,合作汽车站,1
3725,乌拉特中旗汽车站,57
3726,沟帮子客运站,31144
3727,舒兰市公路客运总站,6648
3728,230126016,11
3729,姜堰汽车站,63898
3730,涟水车站,160295
3731,如皋西来桥站,218
3732,仙居中心站,85120
3733,武东,16
3734,杏田售票点,7
3735,诸城汽车总站,64100
3736,东平站,73182
3737,安庄站,8342
3738,远安客运站,78696
3739,信宜城北汽车客运站,1981
3740,东莞市清溪汽车客运站,3090
3741,鹤山汽车客运站,614
3742,惠阳汽车客运总站,553
3743,文昌重兴,20
3744,琼中阳江场,32
3745,西部客运站,128
3746,万州汽车客运中心,24
3747,石泉汽车站,15
3748,金昌汽车站,1
3749,商南汽车站,9147
3750,临县汽车站,5
3751,大连站南客运站一处,19461
3752,150426001,2
3753,讷河市客运总站,18630
3754,青岛汽车北站,94325
3755,曹县总站,38673
3756,商城汽车站,3836
3757,长乐坪,41
3758,蓝山湘运汽车站,4015
3759,河源市新城汽车客运站,31375
3760,海口总站,132440
3761,德江客运站,14182
3762,商洛市汽车客运站,53
3763,电白二运客运站,4
3764,经棚汽车站,1
3765,田阳客运站,1
3766,金丝峡游客中心,52
3767,贸易广场站,863
3768,灵宝汽车客运站,1
3769,阳新城北汽车客运站,57754
3770,益阳朝阳汽车站,3713
3771,那坡汽车客运服务站,30
3772,琼中什运路口,16
3773,酉阳汽车南(北)站,789
3774,巴中南江汽车站(酒厂湾),10543
3775,西昌旅游集散服务中心(西客站),108748
3776,小金县汽车站,1395
3777,湛江麻章客运站,14
3778,三明北站,2
3779,丰镇汽车站,12780
3780,朝阳客运总站,296853
3781,大连香炉礁客运站,29415
3782,230621020,1
3783,杭州汽车南站,28080
3784,万年,10043
3785,博平站,9253
3786,衡阳酃湖站,303
3787,澧县汽车站,5585
3788,东莞市塘厦汽车客运站,2916
3789,深圳市宝安福永客运站,2221
3790,定安站,72954
3791,澄迈金江,678
3792,文昌头苑,1
3793,两院校区,14
3794,仪陇金城汽车站,19766
3795,宜宾珙县汽车客运中心,2520
3796,韶关东站,8
3797,恭城汽车总站,3
3798,安溪汽车站,1
3799,231025002,3
3800,金湖车站,69580
3801,汾湖站,10712
3802,临海杜桥客运中心,17625
3803,霞浦,12379
3804,牟平,8
3805,佛冈振兴汽车客运站,25691
3806,云浮市新兴汽车客运站,2643
3807,潮州中心站粤运公交代售点,4
3808,玉林旅游汽车客运站,17
3809,武汉黄陂客运站,1
3810,毕节飞雄机场,262
3811,特克斯客运站,502
3812,陵川汽车站,880
3813,繁峙汽车站,1467
3814,甘旗卡客运站,31124
3815,根河汽车站,3533
3816,盖州市客运站,55144
3817,凯旋路客运站,83988
3818,东丰县客运总站,3503
3819,车墩站,5677
3820,昆山南站,220628
3821,江山中心站,37400
3822,河头店,1
3823,临沭,49564
3824,新野汽车站,746
3825,罗定泷州汽车客运站,3385
3826,高州汽车客运站,2775
3827,潮州市汽车客运站,473
3828,定安新序,55
3829,海口三江,73
3830,攀枝花客运中心,48781
3831,西昌汽车东站,6547
3832,晴隆汽车站,57405
3833,六枝汽车站,54316
3834,三台城北客运站,2333
3835,开江汽车站,3969
3836,茂县客运中心,5917
3837,毕节高铁客运站,7147
3838,清流汽车站,2
3839,武威客运中心站,91
3840,宁化车站,1
3841,海兴汽车站,8168
3842,北票客运站,83751
3843,敦化市长途客运总站,146
3844,230606001,2
3845,220882001,2
3846,莆田,15243
3847,诏安车站,41
3848,玉山汽车站(新),1
3849,郑州北站,140703
3850,红安,37922
3851,秭归,38336
3852,常德市区,1
3853,慈利永安汽车西站,6888
3854,衡东汽车站,29032
3855,洞口城东汽车站,4
3856,惠阳汽车客运站,72
3857,大致坡,76
3858,湛江（水陆联运）,13
3859,永兴镇,1
3860,云阳汽车客运站,1085
3861,绵阳富乐汽车站,10825
3862,彭山客运中心,2247
3863,理工大学地铁D口（北门车站服务点）,1558
3864,陕西省西安汽车站,81
3865,福州西站,4
3866,上思汽车站,4
3867,深圳坪山客运总站,3
3868,安溪湖头汽车站,2
3869,那曲客运总站,112251
3870,哈密客运站,427
3871,侯马汽车东站,153
3872,包头市东河站,10
3873,231281001,2
3874,旅游集散站,1563
3875,溧阳总站,121624
3876,如皋汽车站,164831
3877,常州北站,9642
3878,柯桥中心站,39937
3879,沙县,495
3880,秦屿,2
3881,安丘汽车站,166454
3882,菏泽总站,106250
3883,兰考汽车站,2286
3884,黔城汽车站,1
3885,连南县寨岗汽车客运站,1577
3886,和平县西郊汽车客运站,2567
3887,兴业客运站,11
3888,白沙,679
3889,崇州客运站,1043
3890,息烽客运站,116700
3891,阳春春湾客运站,1
3892,东莞汽车客运东站,24
3893,公安县通运潺陵客运站,3
3894,兰州客运中心,20467
3895,黑山县公路客运总站,86890
3896,230702001,132
3897,新浦汽车总站,63038
3898,阜阳中心客运站,2
3899,高山,5289
3900,洋边,264
3901,仙河汽车站,1367
3902,竹溪,18782
3903,长沙高铁区域A,7
3904,阳西儒垌汽车客运站,20
3905,溪西镇第二招呼站,12
3906,探花汽车客运服务站,324
3907,重庆机场T3,810
3908,蓬莱汽车客运站,2080
3909,沙井镇汽车客运站,6
3910,福安客运站,7
3911,全南汽车站,1
3912,永寿客运站,6946
3913,永昌县汽车站,343
3914,大武口汽车站,27960
3915,家属院,1194
3916,东宁客运站,10668
3917,连云港工贸学校,4129
3918,嵊泗站,11755
3919,台州总站,215999
3920,罗潭,47
3921,东阿站,32711
3922,巨野汽车站,33273
3923,白地市站,133
3924,电白客运中心汽车客运站,1378
3925,广州广佛汽车客运站,61
3926,清远浸潭分站,1161
3927,肇庆市鼎湖区桂城客运站,16
3928,港口省际长途客运站,10978
3929,海口,613
3930,昌江叉河,1
3931,南充客运站,5628
3932,赤水客运站,5550
3933,习水客运站,6791
3934,新昌客运中心,2328
3935,襄城汽车客运站,2
3936,孝感汽车站,8
3937,张掖西站（西关车站）,1
3938,城固汽车站,3021
3939,吉木萨尔汽车站,146
3940,阿左旗站,2430
3941,371102001,1
3942,150104001,50
3943,大同客运公司客运站,1096
3944,哈尔滨哈西客运站,34574
3945,宁界站,2570
3946,英林下伍堡售票点,42
3947,徐坊汽车客运站,37917
3948,黄城站,5
3949,镇平汽车站,613
3950,沙洋站,5953
3951,黄梅,10745
3952,临澧汽车站,2460
3953,宁远汽车总站,35
3954,梅州汽车客运有限公司锭子桥汽车站,5036
3955,靖海客运站,574
3956,溪西客运站,244
3957,仙庵镇第三招呼站,3
3958,定安安良,8
3959,琼海中原,1
3960,合川汽车客运中心,2835
3961,雅安西门汽车站,51605
3962,乐山沙湾客运站,5112
3963,青川竹园客运站,672
3964,湛江南站客运站,31
3965,建瓯汽车东站,6
3966,梅州锭子桥汽车站,4
3967,汪清县客运总站,21
3968,231024001,153
3969,黎里站,21
3970,洪濑车站,312
3971,莱州车站,34902
3972,日庄,3
3973,定陶站,2913
3974,麻城,47463
3975,秭归809,48698
3976,株洲中心汽车站,185
3977,资兴汽车站,41779
3978,阳西汽车客运站,28823
3979,五华汽车客运站,38
3980,岐岭点,22
3981,英州路口,11
3982,岭口,39
3983,邦开,2
3984,万冲,7
3985,柳叶湖车站,5
3986,福清客运站,4
3987,定结县客运站,1161
3988,安康城北客运站,5459
3989,苏尼特左旗汽车站,1
3990,犁树县公路客运总站,7239
3991,230422002,2
3992,客运北站,12841
3993,三仓,1261
3994,常熟海虞站,113
3995,晋江长途车站,3725
3996,汉庭酒店新桥店,700
3997,黄岛站,69365
3998,济宁汽车北站,69782
3999,平顶山中心站,32069
4000,东莞市汽车客运站,13570
4001,梅县新城汽车客运站,10144
4002,丰都汽车站,2125
4003,隆昌中心客运站,16538
4004,元谋客运站,9
4005,湛江雷州客运站,6
4006,仪陇城北汽车站,1
4007,库车运输总站,218
4008,珲春国际综合客运站,66
4009,231283001,20
4010,230103043,2
4011,桦南县客运总站,1232
4012,沙溪站,38854
4013,下洋,15
4014,安溪行政中心,3
4015,洪江黔城汽车站,6838
4016,韶关乐昌汽车客运站,6831
4017,博白总站,782
4018,定安龙州,4
4019,广西柳州,4
4020,文昌南山,5
4021,儋州南辰,1
4022,巴中恩阳马鞍车站,1865
4023,鲁甸客运站,1
4024,蓝山汽车站,6
4025,石狮服装城汽车站,2
4026,庆阳汽车北站,665
4027,朗县客运站,2993
4028,兰州市客运中心站,94946
4029,桓仁客运站,39533
4030,2307,1
4031,呼玛客运站,2114
4032,北安市客运总站,37815
4033,临安东站,469624
4034,六安北站,245
4035,长沙南线区域D,3
4036,中山市三乡镇中心汽车客运站,6302
4037,梅县畲江汽车客运站,901
4038,|珠海横琴口岸汽车客运站,3
4039,靖西靖宇汽车客运站,103
4040,昌江石碌站,26919
4041,澄迈富头,9
4042,琼中什运,5
4043,文昌罗豆中学,1
4044,务川客运中心,8502
4045,三穗汽车站,6851
4046,南部客运站,75
4047,银川汽车站,297994
4048,潮州客运中心枢纽站,6
4049,上海巴士南汇长途总站,1
4050,黄平汽车客运站,57535
4051,阳高县汽车站,3
4052,舒兰市客运总站,2291
4053,370214001,89
4054,230103019,27
4055,伊春金山屯区客运站,1551
4056,张家港车站,280345
4057,官林车站,481
4058,上虞西站,89783
4059,繁昌客运中心,361
4060,原客运中心站,96
4061,常坑驾校,2
4062,阳春三甲汽车客运站,5871
4063,阳江闸坡汽车客运站,678
4064,2|海丰梅陇配客站,31
4065,佛山市丹灶汽车客运站,435
4066,金晖汽车客运服务站,510
4067,海南新市,5
4068,华蓥汽车站,7975
4069,炉霍汽车站,252
4070,赤峰汽车总站,49
4071,宜川汽车站,3517
4072,珠海南溪客运站,1
4073,廉江城南客运站,5
4074,阿克塞县客运站,372
4075,汕头客运中心站,4
4076,灌阳汽车总站,1
4077,阿镇汽车站,146
4078,普兰店,193618
4079,磐石市客运总站,9720
4080,210282001,72
4081,231202031,3
4082,松江站,13749
4083,昆山航站楼,543
4084,团风汽车客运站,32987
4085,五一广场8号地铁口,3
4086,绥宁汽车总站,2413
4087,清溪车站,1109
4088,潮州中心站西门古代售点,21
4089,凭祥汽车客运服务站,586
4090,文昌昌洒,99
4091,乐东佛罗,8
4092,乐山汽车客运中心站,2291
4093,厚街汽车客运站,14
4094,裕民县客运站,2217
4095,左权汽车站,173
4096,汾阳汽车站,102
4097,当涂东站,2939
4098,230103003,4052
4099,连云港南站,23458
4100,邳州宏通站,128900
4101,蓬壶车站,1316
4102,长泰,1440
4103,三明南,2098
4104,乳山站,51419
4105,胶南,26890
4106,固始县双龙站,2184
4107,老河口北站,116
4108,华新汽车站,20383
4109,廉江市城南汽车客运站,26283
4110,临高加来,89
4111,谭文,1
4112,巴中江北车站,90741
4113,紫云汽车站,3975
4114,桐庐客运中心,1029
4115,马山客运总站,5
4116,梨树总站,1
4117,伊犁州客运站,624924
4118,塔城客运中心站,540761
4119,绥中客运站,14138
4120,哈尔滨三棵树客运站,26559
4121,五常市公路客运总站,8893
4122,武夷新区统建房,103
4123,广昌,6048
4124,汶上站,76037
4125,嘉禾金田站,76
4126,桃江汽车站,3586
4127,韶关坪石汽车客运站,7417
4128,清远连山福堂分站,712
